z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H(z) 
3.24649299e+02, 2.51275015e+00, 3.07078812e-03, 9.78656650e-01, 2.07081918e-04, 1.90798899e-01, 2.17779924e+05
3.26653307e+02, 2.51541456e+00, 3.05200643e-03, 9.78658548e-01, 2.05184628e-04, 1.90179151e-01, 2.19793303e+05
3.28657315e+02, 2.51806272e+00, 3.03345308e-03, 9.78660417e-01, 2.03316128e-04, 1.89565064e-01, 2.21812847e+05
3.30661323e+02, 2.52069483e+00, 3.01512395e-03, 9.78662257e-01, 2.01475810e-04, 1.88956550e-01, 2.23838540e+05
3.32665331e+02, 2.52331108e+00, 2.99701499e-03, 9.78664070e-01, 1.99663084e-04, 1.88353527e-01, 2.25870362e+05
3.34669339e+02, 2.52591167e+00, 2.97912226e-03, 9.78665856e-01, 1.97877373e-04, 1.87755913e-01, 2.27908295e+05
3.36673347e+02, 2.52849678e+00, 2.96144190e-03, 9.78667616e-01, 1.96118117e-04, 1.87163626e-01, 2.29952320e+05
3.38677355e+02, 2.53106660e+00, 2.94397017e-03, 9.78669350e-01, 1.94384770e-04, 1.86576588e-01, 2.32002420e+05
3.40681363e+02, 2.53362129e+00, 2.92670338e-03, 9.78671058e-01, 1.92676802e-04, 1.85994723e-01, 2.34058576e+05
3.42685371e+02, 2.53616105e+00, 2.90963795e-03, 9.78672741e-01, 1.90993695e-04, 1.85417955e-01, 2.36120770e+05
3.44689379e+02, 2.53868604e+00, 2.89277039e-03, 9.78674400e-01, 1.89334946e-04, 1.84846209e-01, 2.38188986e+05
3.46693387e+02, 2.54119643e+00, 2.87609726e-03, 9.78676035e-01, 1.87700064e-04, 1.84279413e-01, 2.40263206e+05
3.48697395e+02, 2.54369240e+00, 2.85961524e-03, 9.78677647e-01, 1.86088570e-04, 1.83717496e-01, 2.42343412e+05
3.50701403e+02, 2.54617410e+00, 2.84332104e-03, 9.78679236e-01, 1.84500000e-04, 1.83160390e-01, 2.44429586e+05
3.52705411e+02, 2.54864170e+00, 2.82721148e-03, 9.78680803e-01, 1.82933899e-04, 1.82608024e-01, 2.46521713e+05
3.54709419e+02, 2.55109537e+00, 2.81128344e-03, 9.78682347e-01, 1.81389825e-04, 1.82060333e-01, 2.48619775e+05
3.56713427e+02, 2.55353524e+00, 2.79553386e-03, 9.78683870e-01, 1.79867346e-04, 1.81517251e-01, 2.50723756e+05
3.58717436e+02, 2.55596149e+00, 2.77995977e-03, 9.78685371e-01, 1.78366042e-04, 1.80978714e-01, 2.52833638e+05
3.60721444e+02, 2.55837426e+00, 2.76455825e-03, 9.78686852e-01, 1.76885503e-04, 1.80444658e-01, 2.54949406e+05
3.62725452e+02, 2.56077369e+00, 2.74932644e-03, 9.78688313e-01, 1.75425329e-04, 1.79915022e-01, 2.57071042e+05
3.64729460e+02, 2.56315994e+00, 2.73426155e-03, 9.78689753e-01, 1.73985130e-04, 1.79389745e-01, 2.59198532e+05
3.66733468e+02, 2.56553316e+00, 2.71936086e-03, 9.78691174e-01, 1.72564526e-04, 1.78868768e-01, 2.61331858e+05
3.68737476e+02, 2.56789347e+00, 2.70462170e-03, 9.78692576e-01, 1.71163145e-04, 1.78352033e-01, 2.63471005e+05
3.70741484e+02, 2.57024103e+00, 2.69004145e-03, 9.78693959e-01, 1.69780625e-04, 1.77839481e-01, 2.65615957e+05
3.72745492e+02, 2.57257596e+00, 2.67561756e-03, 9.78695323e-01, 1.68416613e-04, 1.77331057e-01, 2.67766699e+05
3.74749500e+02, 2.57489841e+00, 2.66134752e-03, 9.78696670e-01, 1.67070763e-04, 1.76826707e-01, 2.69923214e+05
3.76753508e+02, 2.57720851e+00, 2.64722889e-03, 9.78697998e-01, 1.65742740e-04, 1.76326375e-01, 2.72085488e+05
3.78757516e+02, 2.57950638e+00, 2.63325927e-03, 9.78699309e-01, 1.64432213e-04, 1.75830008e-01, 2.74253505e+05
3.80761524e+02, 2.58179216e+00, 2.61943632e-03, 9.78700603e-01, 1.63138862e-04, 1.75337556e-01, 2.76427250e+05
3.82765532e+02, 2.58406597e+00, 2.60575773e-03, 9.78701880e-01, 1.61862374e-04, 1.74848965e-01, 2.78606708e+05
3.84769540e+02, 2.58632793e+00, 2.59222125e-03, 9.78703140e-01, 1.60602442e-04, 1.74364187e-01, 2.80791864e+05
3.86773548e+02, 2.58857818e+00, 2.57882469e-03, 9.78704384e-01, 1.59358768e-04, 1.73883172e-01, 2.82982703e+05
3.88777556e+02, 2.59081683e+00, 2.56556589e-03, 9.78705612e-01, 1.58131058e-04, 1.73405871e-01, 2.85179211e+05
3.90781564e+02, 2.59304400e+00, 2.55244272e-03, 9.78706825e-01, 1.56919028e-04, 1.72932237e-01, 2.87381372e+05
3.92785572e+02, 2.59525980e+00, 2.53945312e-03, 9.78708022e-01, 1.55722398e-04, 1.72462223e-01, 2.89589173e+05
3.94789580e+02, 2.59746436e+00, 2.52659507e-03, 9.78709204e-01, 1.54540897e-04, 1.71995784e-01, 2.91802598e+05
3.96793588e+02, 2.59965778e+00, 2.51386656e-03, 9.78710371e-01, 1.53374257e-04, 1.71532873e-01, 2.94021635e+05
